framework,project,bug_id,bug_type,ppc,rc,fppt,uts,mts,errtf,errce,tpc,comment
defects4j,Chart,1,SL SH SF,7,3631,1,1,95,1,10,93,
defects4j,Chart,2,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,3,SH SF,2,221721,51,51,95,376,845,1628,
defects4j,Chart,4,SF,1,2589,1,1,95,0,2,3,
defects4j,Chart,5,SF,1,3744,1,1,95,6,8,15,
defects4j,Chart,6,SH SF,1,5038,1,1,95,14,17,116,
defects4j,Chart,7,SF,2,2542,1,1,95,0,2,4,
defects4j,Chart,8,SL SH SF,6,2746,1,1,95,1,8,102,
defects4j,Chart,9,SL SH SF,5,2628,1,1,95,13,4,62,
defects4j,Chart,10,SL SH SF,8,17732,2,5,95,0,82,463,
defects4j,Chart,11,SL SH SF,5,3998,1,1,95,1,6,72,
defects4j,Chart,12,SL SH SF,6,4876,1,1,95,13,13,155,
defects4j,Chart,13,SL SH SF,5,1982,1,1,95,6,4,21,
defects4j,Chart,14,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,15,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,16,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,17,SH SF,2,9672,2,2,95,14,87,277,
defects4j,Chart,18,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,19,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,20,SL SH SF,2,3217,1,1,95,0,0,100,
defects4j,Chart,21,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,22,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,23,SH SF,0,480021,,90,95,0,2767,3416,
defects4j,Chart,24,SL SH SF,4,19046,2,5,95,0,86,275,
defects4j,Chart,25,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,26,SF,1,42367,11,11,95,0,12,13,
defects4j,Closure,1,SH SF,0,415457,,90,95,70,1816,2022,
defects4j,Closure,2,SF,4,3352,1,1,95,1,11,18,
defects4j,Closure,3,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,4,SF,0,290769,,90,95,337,311,660,
defects4j,Closure,5,SH SF,1,51642,12,12,95,14,137,156,
defects4j,Closure,6,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,7,SF,1,3877,1,1,95,17,24,45,
defects4j,Closure,8,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,9,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,10,SL SH SF,3,4485,1,1,95,11,76,126,
defects4j,Closure,11,SH SF,0,439747,,90,95,0,3220,4327,
defects4j,Closure,12,SH SF,1,62784,17,17,95,30,458,502,
defects4j,Closure,13,SF,1,4150,1,1,95,5,17,28,
defects4j,Closure,14,SL SH SF,0,296679,,90,95,468,318,908,
defects4j,Closure,15,SH SF,1,8729,1,1,95,39,102,157,
defects4j,Closure,16,OT,,,,,,,,,"Not SL, SH or SF bug. "
