framework,project,bug_id,bug_type,ppc,rc,fppt,uts,mts,errtf,errce,tpc,comment
defects4j,Chart,1,SL SH SF,105,19691,1,6,25,2,21,325,
defects4j,Chart,2,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,3,SH SF,0,84847,,20,25,130,345,605,
defects4j,Chart,4,SF,3,15405,1,6,25,0,6,9,
defects4j,Chart,5,SF,4,17881,1,6,25,13,18,35,
defects4j,Chart,6,SH SF,40,26472,1,6,25,29,55,228,
defects4j,Chart,7,SF,10,15724,1,6,25,1,2,13,
defects4j,Chart,8,SL SH SF,45,21537,1,6,25,2,60,302,
defects4j,Chart,9,SL SH SF,81,16524,1,6,25,29,16,278,
defects4j,Chart,10,SL SH SF,62,39335,2,10,25,3,100,546,
defects4j,Chart,11,SL SH SF,12,15052,1,6,25,19,20,214,
defects4j,Chart,12,SL SH SF,25,21135,1,6,25,17,67,351,
defects4j,Chart,13,SL SH SF,33,18866,1,6,25,10,34,151,
defects4j,Chart,14,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,15,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,16,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,17,SH SF,17,28825,2,7,25,22,165,381,
defects4j,Chart,18,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,19,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,20,SL SH SF,26,20502,1,6,25,13,24,363,
defects4j,Chart,21,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,22,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,23,SH SF,0,104131,,20,25,0,579,755,
defects4j,Chart,24,SL SH SF,40,34980,2,10,25,8,86,321,
defects4j,Chart,25,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,26,SF,2,60776,11,16,25,0,18,20,
defects4j,Closure,1,SH SF,0,93202,,20,25,16,412,456,
defects4j,Closure,2,SF,15,18635,1,6,25,2,36,55,
defects4j,Closure,3,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,4,SF,0,61686,,20,25,78,67,149,
defects4j,Closure,5,SH SF,4,70304,12,17,25,19,167,194,
defects4j,Closure,6,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,7,SF,33,21527,1,6,25,29,41,106,
defects4j,Closure,8,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,9,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,10,SL SH SF,59,23544,1,6,25,28,164,441,
defects4j,Closure,11,SH SF,0,86661,,20,25,0,797,1037,
defects4j,Closure,12,SH SF,31,76277,17,22,25,37,463,556,
defects4j,Closure,13,SF,16,19270,1,6,25,20,29,70,
defects4j,Closure,14,SL SH SF,0,72987,,20,25,91,71,173,
defects4j,Closure,15,SH SF,26,31707,1,6,25,44,196,281,
defects4j,Closure,16,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,17,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,18,SL SH SF,11,14367,1,6,25,8,17,71,
defects4j,Closure,19,SF,24,20450,1,6,25,4,30,58,
defects4j,Closure,20,SH SF,24,42988,3,10,25,31,193,317,
defects4j,Closure,21,SF,0,52786,,20,25,20,31,51,
defects4j,Closure,22,SF,0,51586,,20,25,17,32,49,
defects4j,Closure,23,SF,0,58359,,20,25,57,46,104,
defects4j,Closure,24,SF,0,64160,,20,25,81,49,132,
defects4j,Closure,25,SF,0,59805,,20,25,49,97,146,
defects4j,Closure,26,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,27,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,28,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,29,SF,0,53225,,20,25,16,16,33,
defects4j,Closure,30,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,31,SL SH SF,25,21046,2,7,25,17,48,129,
defects4j,Closure,32,SF,0,53821,,20,25,20,18,38,
defects4j,Closure,33,SH SF,0,78172,,20,25,124,250,490,
defects4j,Closure,34,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,35,SH SF,0,65403,,20,25,13,245,328,
defects4j,Closure,36,SH SF,0,71733,,20,25,24,334,361,
defects4j,Closure,37,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,38,SL SH SF,38,25351,3,8,25,100,51,357,
defects4j,Closure,39,SF,0,63777,,20,25,50,52,112,
defects4j,Closure,40,SF,0,71879,,20,25,38,59,108,
defects4j,Closure,41,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,42,SF,0,66259,,20,25,0,56,58,
defects4j,Closure,43,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,44,SF,30,19892,1,6,25,11,22,65,
defects4j,Closure,45,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,46,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,47,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,48,SF,0,172805,,20,25,41,45,108,
defects4j,Closure,49,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,50,SF,0,55322,,20,25,9,31,42,
defects4j,Closure,51,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,52,SL SH SF,54,19034,1,6,25,27,36,244,
defects4j,Closure,53,SF,0,60552,,20,25,32,39,71,
defects4j,Closure,54,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,55,SH SF,60,32824,1,6,25,34,114,223,
defects4j,Closure,56,SF,11,15017,1,6,25,16,14,41,
defects4j,Closure,57,SL SH SF,7,16735,1,6,25,7,52,367,
defects4j,Closure,58,SF,0,55622,,20,25,9,28,40,
defects4j,Closure,59,SH SF,0,66530,,20,25,74,211,460,
defects4j,Closure,60,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,61,SH SF,29,20429,1,6,25,17,114,225,
defects4j,Closure,62,SL SH SF,6,18296,1,6,25,9,39,266,
defects4j,Closure,64,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,65,SL SH SF,0,50767,,20,25,47,28,262,
defects4j,Closure,66,SF,0,106750,,20,25,0,456,627,
defects4j,Closure,67,SL SH SF,67,29265,2,7,25,88,187,399,
defects4j,Closure,68,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,69,SH SF,0,78455,,20,25,0,346,409,
defects4j,Closure,70,SL SH SF,4,27601,2,7,25,11,98,349,
defects4j,Closure,71,SL SH SF,0,54797,,20,25,30,179,260,
defects4j,Closure,72,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,73,SL SH SF,38,20808,1,6,25,35,16,134,
defects4j,Closure,74,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,75,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,76,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,77,SL SH SF,10,18090,1,6,25,12,6,230,
defects4j,Closure,78,SF,1,17560,1,6,25,11,10,22,
defects4j,Closure,79,OT,,,,,,,,,"Not SL, SH or SF bug. "
