framework,project,bug_id,bug_type,ppc,rc,fppt,uts,mts,errtf,errce,tpc,comment
defects4j,Chart,1,SL SH SF,7,3631,1,1,45,1,10,93,
defects4j,Chart,2,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,3,SH SF,0,168912,,40,45,275,632,1178,
defects4j,Chart,4,SF,1,2589,1,1,45,0,2,3,
defects4j,Chart,5,SF,1,3744,1,1,45,6,8,15,
defects4j,Chart,6,SH SF,1,5038,1,1,45,14,17,116,
defects4j,Chart,7,SF,2,2542,1,1,45,0,2,4,
defects4j,Chart,8,SL SH SF,6,2746,1,1,45,1,8,102,
defects4j,Chart,9,SL SH SF,5,2628,1,1,45,13,4,62,
defects4j,Chart,10,SL SH SF,8,17732,2,5,45,0,82,463,
defects4j,Chart,11,SL SH SF,5,3998,1,1,45,1,6,72,
defects4j,Chart,12,SL SH SF,6,4876,1,1,45,13,13,155,
defects4j,Chart,13,SL SH SF,5,1982,1,1,45,6,4,21,
defects4j,Chart,14,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,15,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,16,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,17,SH SF,2,9672,2,2,45,14,87,277,
defects4j,Chart,18,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,19,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,20,SL SH SF,2,3217,1,1,45,0,0,100,
defects4j,Chart,21,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,22,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,23,SH SF,0,211132,,40,45,0,1189,1505,
defects4j,Chart,24,SL SH SF,4,19046,2,5,45,0,86,275,
defects4j,Chart,25,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,26,SF,1,42367,11,11,45,0,12,13,
defects4j,Closure,1,SH SF,0,185366,,40,45,28,809,888,
defects4j,Closure,2,SF,4,3352,1,1,45,1,11,18,
defects4j,Closure,3,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,4,SF,0,129258,,40,45,152,131,291,
defects4j,Closure,5,SH SF,1,51642,12,12,45,14,137,156,
defects4j,Closure,6,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,7,SF,1,3877,1,1,45,17,24,45,
defects4j,Closure,8,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,9,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,10,SL SH SF,3,4485,1,1,45,11,76,126,
defects4j,Closure,11,SH SF,0,186880,,40,45,0,1434,1967,
defects4j,Closure,12,SH SF,1,62784,17,17,45,30,458,502,
defects4j,Closure,13,SF,1,4150,1,1,45,5,17,28,
defects4j,Closure,14,SL SH SF,0,139151,,40,45,174,142,350,
defects4j,Closure,15,SH SF,1,8729,1,1,45,39,102,157,
defects4j,Closure,16,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,17,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,18,SL SH SF,5,3430,1,1,45,1,12,20,
defects4j,Closure,19,SF,2,3718,1,1,45,3,23,28,
defects4j,Closure,20,SH SF,6,27695,3,5,45,29,184,288,
defects4j,Closure,21,SF,0,109060,,40,45,36,71,108,
defects4j,Closure,22,SF,0,101659,,40,45,40,59,99,
defects4j,Closure,23,SF,0,117207,,40,45,110,98,212,
defects4j,Closure,24,SF,0,133412,,40,45,152,97,252,
defects4j,Closure,25,SF,0,123799,,40,45,105,162,267,
defects4j,Closure,26,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,27,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,28,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,29,SF,0,108107,,40,45,33,37,73,
