framework,project,bug_id,bug_type,ppc,rc,fppt,uts,mts,errtf,errce,tpc,comment
defects4j,Chart,1,SL SH SF,7,3631,1,1,105,1,10,93,
defects4j,Chart,2,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,3,SH SF,2,221721,51,51,105,376,845,1628,
defects4j,Chart,4,SF,1,2589,1,1,105,0,2,3,
defects4j,Chart,5,SF,1,3744,1,1,105,6,8,15,
defects4j,Chart,6,SH SF,1,5038,1,1,105,14,17,116,
defects4j,Chart,7,SF,2,2542,1,1,105,0,2,4,
defects4j,Chart,8,SL SH SF,6,2746,1,1,105,1,8,102,
defects4j,Chart,9,SL SH SF,5,2628,1,1,105,13,4,62,
defects4j,Chart,10,SL SH SF,8,17732,2,5,105,0,82,463,
defects4j,Chart,11,SL SH SF,5,3998,1,1,105,1,6,72,
defects4j,Chart,12,SL SH SF,6,4876,1,1,105,13,13,155,
defects4j,Chart,13,SL SH SF,5,1982,1,1,105,6,4,21,
defects4j,Chart,14,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,15,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,16,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,17,SH SF,2,9672,2,2,105,14,87,277,
defects4j,Chart,18,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,19,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,20,SL SH SF,2,3217,1,1,105,0,0,100,
defects4j,Chart,21,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,22,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,23,SH SF,0,533925,,100,105,0,3097,3783,
defects4j,Chart,24,SL SH SF,4,19046,2,5,105,0,86,275,
defects4j,Chart,25,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,26,SF,1,42367,11,11,105,0,12,13,
defects4j,Closure,1,SH SF,0,460771,,100,105,82,2010,2244,
defects4j,Closure,2,SF,4,3352,1,1,105,1,11,18,
defects4j,Closure,3,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,4,SF,0,324751,,100,105,380,343,736,
defects4j,Closure,5,SH SF,1,51642,12,12,105,14,137,156,
defects4j,Closure,6,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,7,SF,1,3877,1,1,105,17,24,45,
defects4j,Closure,8,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,9,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,10,SL SH SF,3,4485,1,1,105,11,76,126,
defects4j,Closure,11,SH SF,0,498413,,100,105,0,3528,4741,
defects4j,Closure,12,SH SF,1,62784,17,17,105,30,458,502,
defects4j,Closure,13,SF,1,4150,1,1,105,5,17,28,
defects4j,Closure,14,SL SH SF,0,329683,,100,105,524,360,1025,
defects4j,Closure,15,SH SF,1,8729,1,1,105,39,102,157,
defects4j,Closure,16,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,17,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,18,SL SH SF,5,3430,1,1,105,1,12,20,
defects4j,Closure,19,SF,2,3718,1,1,105,3,23,28,
defects4j,Closure,20,SH SF,6,27695,3,5,105,29,184,288,
defects4j,Closure,21,SF,0,274946,,100,105,73,169,246,
defects4j,Closure,22,SF,0,258176,,100,105,86,127,215,
defects4j,Closure,23,SF,0,293745,,100,105,265,229,503,
defects4j,Closure,24,SF,0,328445,,100,105,346,264,618,
defects4j,Closure,25,SF,0,305139,,100,105,251,385,642,
defects4j,Closure,26,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,27,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,28,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,29,SF,0,268894,,100,105,76,104,183,
defects4j,Closure,30,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,31,SL SH SF,6,5933,2,2,105,10,22,43,
defects4j,Closure,32,SF,0,288507,,100,105,108,127,239,
defects4j,Closure,33,SH SF,0,399428,,100,105,619,1296,2550,
defects4j,Closure,34,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,35,SH SF,0,319036,,100,105,76,1288,1596,
defects4j,Closure,36,SH SF,1,93787,24,24,105,27,452,486,
defects4j,Closure,37,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,38,SL SH SF,1,9932,3,3,105,50,45,180,
defects4j,Closure,39,SF,0,312292,,100,105,223,281,544,
defects4j,Closure,40,SF,0,350627,,100,105,185,264,494,
defects4j,Closure,41,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,42,SF,0,379351,,100,105,0,206,213,
defects4j,Closure,43,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,44,SF,5,4136,1,1,105,9,16,32,
defects4j,Closure,45,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,46,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,47,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,48,SF,0,519989,,100,105,87,135,267,
defects4j,Closure,49,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,50,SF,0,266254,,100,105,40,124,182,
defects4j,Closure,51,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,52,SL SH SF,1,5595,1,1,105,14,19,122,
defects4j,Closure,53,SF,1,202914,71,71,105,86,175,263,
defects4j,Closure,54,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,55,SH SF,2,5164,1,1,105,15,74,106,
defects4j,Closure,56,SF,1,3219,1,1,105,6,5,12,
defects4j,Closure,57,SL SH SF,1,3503,1,1,105,2,14,102,
defects4j,Closure,58,SF,1,251755,91,91,105,83,129,224,
defects4j,Closure,59,SH SF,0,347548,,100,105,328,1034,2182,
defects4j,Closure,60,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,61,SH SF,10,5611,1,1,105,5,69,126,
defects4j,Closure,62,SL SH SF,1,2717,1,1,105,1,20,50,
defects4j,Closure,64,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,65,SL SH SF,3,96144,33,33,105,97,49,553,
defects4j,Closure,66,SF,0,529560,,100,105,0,2321,3350,
defects4j,Closure,67,SL SH SF,1,7461,2,2,105,52,80,172,
defects4j,Closure,68,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,69,SH SF,0,384888,,100,105,75,1821,2144,
defects4j,Closure,70,SL SH SF,1,9171,2,2,105,6,64,161,
