framework,project,bug_id,bug_type,ppc,rc,fppt,uts,mts,errtf,errce,tpc,comment
defects4j,Closure,90,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,91,SH SF,0,121449,,30,35,77,376,454,
defects4j,Closure,92,SL SH SF,6,2669,1,1,35,3,9,40,
defects4j,Closure,94,SF,1,3935,1,1,35,12,13,26,
defects4j,Closure,95,SF,0,79932,,30,35,16,35,52,
defects4j,Closure,96,SF,0,93756,,30,35,59,72,134,
defects4j,Closure,97,SH SF,1,4707,1,1,35,8,28,46,
defects4j,Closure,98,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,99,SF,0,85491,,30,35,57,57,117,
defects4j,Closure,100,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,101,SF,1,3350,1,1,35,3,23,30,
defects4j,Closure,102,SF,1,3709,1,1,35,9,19,34,
defects4j,Closure,103,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,104,SL SH SF,1,6772,2,2,35,3,69,132,
defects4j,Closure,105,SF,0,77572,,30,35,21,35,56,
defects4j,Closure,106,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,107,SL SH SF,2,2996,1,1,35,5,28,56,
defects4j,Closure,108,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,109,SH SF,1,7857,1,1,35,2,136,141,
defects4j,Closure,110,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,111,SH SF,1,37108,8,8,35,86,182,332,
defects4j,Closure,112,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,113,SL SH SF,0,101317,,30,35,146,257,709,
defects4j,Closure,114,SL SH SF,2,39649,11,11,35,152,103,305,
defects4j,Closure,115,SF,0,77659,,30,35,37,45,84,
defects4j,Closure,116,SF,0,81930,,30,35,31,66,99,
defects4j,Closure,117,SF,1,64145,22,22,35,45,41,90,
defects4j,Closure,118,SH SF,2,19178,1,1,35,19,143,195,
defects4j,Closure,119,SL SH SF,4,3605,1,1,35,1,26,32,
defects4j,Closure,120,SH SF,0,101968,,30,35,103,393,534,
defects4j,Closure,121,SF,0,117261,,30,35,52,48,118,
defects4j,Closure,122,SH SF,1,4269,1,1,35,18,35,104,
defects4j,Closure,123,SL SH SF,0,173401,,30,35,0,1072,1606,
defects4j,Closure,124,SF,7,4871,1,1,35,20,29,59,
defects4j,Closure,125,SL SH SF,5,4919,1,1,35,29,35,127,
defects4j,Closure,126,SH SF,2,2820,1,1,35,4,19,25,
defects4j,Closure,127,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,128,SF,15,4770,1,1,35,8,22,59,
defects4j,Closure,129,SH SF,3,10127,1,1,35,17,145,184,
defects4j,Closure,130,SL SH SF,0,109370,,30,35,131,414,599,
defects4j,Closure,131,SF,2,5288,1,1,35,26,17,45,
defects4j,Closure,132,SH SF,0,103450,,30,35,17,58,75,
defects4j,Closure,133,SL SH SF,0,110703,,30,35,356,260,794,
defects4j,Closure,134,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,135,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,136,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,137,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,138,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,139,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,140,SL SH SF,0,95557,,30,35,0,480,855,
defects4j,Closure,141,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,142,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,143,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,144,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,145,SF,2,8737,2,2,35,26,35,63,
defects4j,Closure,146,SH SF,1,5374,1,1,35,15,61,153,
defects4j,Closure,147,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,148,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,149,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,150,SH SF,0,117594,,30,35,164,388,608,
defects4j,Closure,151,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,152,SH SF,2,5393,1,1,35,4,60,67,
defects4j,Closure,153,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,154,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,155,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,156,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,157,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,158,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,159,SH SF,1,6940,1,1,35,12,102,145,
defects4j,Closure,160,SF,0,84906,,30,35,54,45,99,
defects4j,Closure,161,SH SF,3,13139,1,1,35,16,114,136,
defects4j,Closure,162,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,163,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,164,SF,0,78482,,30,35,20,42,66,
defects4j,Closure,165,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,166,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,167,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,168,SL SH SF,9,2907,1,1,35,3,19,43,
defects4j,Closure,169,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,170,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,171,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,172,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,173,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,174,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,175,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,176,SF,0,107463,,30,35,0,97,107,
defects4j,Lang,1,SF,0,117668,,30,35,6,31,38,
defects4j,Lang,3,SF,0,105270,,30,35,14,21,35,
defects4j,Lang,4,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,5,SF,0,89758,,30,35,98,19,124,
defects4j,Lang,6,SL SH SF,0,100197,,30,35,232,75,797,
defects4j,Lang,7,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,8,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,9,SH SF,0,113857,,30,35,285,182,834,
defects4j,Lang,10,SF,0,99381,,30,35,129,30,172,
defects4j,Lang,11,SH SF,1,20887,1,5,35,63,53,138,
defects4j,Lang,12,SF,3,3358,1,1,35,2,3,8,
defects4j,Lang,13,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,14,SF,8,5957,1,1,35,2,12,85,
defects4j,Lang,15,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,16,SL SH SF,3,2197,1,1,35,2,7,15,
defects4j,Lang,17,SF,2,6340,2,2,35,13,3,18,
defects4j,Lang,18,SF,1,8947,3,3,35,1,4,6,
defects4j,Lang,19,SF,0,92569,,30,35,93,16,111,
defects4j,Lang,20,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,21,SL SH SF,12,5343,1,1,35,1,1,91,
defects4j,Lang,22,SF,2,13854,5,5,35,8,9,19,
defects4j,Lang,23,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,24,SL SH SF,3,1870,1,1,35,9,0,19,
defects4j,Lang,25,SH SF,0,169437,,30,35,0,1078,1258,
defects4j,Lang,26,SL SH SF,3,3102,1,1,35,8,4,108,
defects4j,Lang,27,SF,0,85773,,30,35,23,6,33,
defects4j,Lang,28,SF,4,4373,1,1,35,4,5,13,
defects4j,Lang,29,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,30,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,31,SF,0,126942,,30,35,0,388,506,
defects4j,Lang,32,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,33,SL SH SF,19,4375,1,1,35,1,3,107,
defects4j,Lang,34,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,35,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,36,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,37,SF,2,4145,1,1,35,7,21,30,
defects4j,Lang,38,SL SH SF,1,6800,2,2,35,32,16,102,
defects4j,Lang,39,SH SF,3,4559,1,1,35,1,28,33,
defects4j,Lang,40,SH SF,2,9968,2,2,35,30,15,205,
defects4j,Lang,41,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,42,SF,9,5442,1,1,35,10,15,34,
defects4j,Lang,43,SL SH SF,5,5409,1,1,35,3,40,103,
defects4j,Lang,44,SH SF,0,97552,,30,35,65,88,163,
defects4j,Lang,45,SH SF,16,11380,1,1,35,26,25,150,
defects4j,Lang,46,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,47,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,48,SF,0,84883,,30,35,15,65,82,
defects4j,Lang,49,SH SF,0,135355,,30,35,219,616,1658,
defects4j,Lang,50,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,51,SL SH SF,12,6049,1,1,35,5,19,60,
defects4j,Lang,52,SH SF,12,5290,1,1,35,20,20,114,
defects4j,Lang,53,SF,0,101247,,30,35,16,13,38,
defects4j,Lang,54,SH SF,0,139968,,30,35,134,423,625,
defects4j,Lang,55,SF,4,5152,1,1,35,6,60,86,
defects4j,Lang,56,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,57,SL SH SF,4,10400,1,1,35,2,141,230,
defects4j,Lang,58,SH SF,3,3423,1,1,35,2,10,15,
defects4j,Lang,59,SL SH SF,9,4045,1,1,35,10,9,107,
defects4j,Lang,60,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,61,SL SH SF,1,2817,1,1,35,2,0,83,
defects4j,Lang,62,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,63,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,64,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,65,SF,0,86856,,30,35,28,5,36,
defects4j,Math,1,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,2,SL SH SF,6,4747,1,1,35,33,62,181,
defects4j,Math,3,SF,2,3304,1,1,35,1,3,6,
defects4j,Math,4,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,5,SL SH SF,8,4064,1,1,35,12,10,116,
defects4j,Math,6,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,7,SF,0,93329,,30,35,0,181,265,
defects4j,Math,8,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,9,SH SF,0,119705,,30,35,257,647,2190,
defects4j,Math,10,SL SH SF,4,6362,1,1,35,16,18,51,
defects4j,Math,11,SL SH SF,5,27926,6,6,35,47,152,331,
defects4j,Math,12,SF,0,170071,,30,35,0,624,646,
defects4j,Math,13,SF,0,152243,,30,35,117,291,445,
defects4j,Math,14,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,15,SL SH SF,0,106656,,30,35,0,173,355,
defects4j,Math,16,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,17,SF,1,78864,13,13,35,32,408,483,
defects4j,Math,18,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,19,SH SF,1,10067,1,1,35,5,77,83,
defects4j,Math,20,SH SF,9,20749,2,5,35,5,67,195,
defects4j,Math,21,SF,0,73812,,30,35,22,10,40,
defects4j,Math,22,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,23,SF,1,2514,1,1,35,0,0,1,
defects4j,Math,24,SF,0,126023,,30,35,31,27,62,
defects4j,Math,25,SF,0,76370,,30,35,19,25,46,
defects4j,Math,26,SF,1,29748,11,11,35,26,14,41,
defects4j,Math,27,SL SH SF,1,8607,2,2,35,7,120,332,
defects4j,Math,28,SF,1,3240,1,1,35,2,0,3,
defects4j,Math,29,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,30,SL SH SF,14,4436,1,1,35,2,3,79,
defects4j,Math,31,SF,0,82251,,30,35,38,18,56,
defects4j,Math,32,SL SH SF,10,2758,1,1,35,5,8,44,
defects4j,Math,33,SL SH SF,4,6321,2,2,35,42,11,91,
defects4j,Math,34,SL SH SF,6,5614,1,1,35,17,14,115,
defects4j,Math,35,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,36,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,37,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,38,SF,0,147613,,30,35,0,42,47,
defects4j,Math,39,SH SF,1,48543,11,11,35,17,48,69,
defects4j,Math,40,SF,0,119439,,30,35,1,33,35,
defects4j,Math,41,SL SH SF,2,2525,1,1,35,0,3,58,
defects4j,Math,42,SF,1,64491,21,21,35,47,45,94,
defects4j,Math,43,SF,0,106564,,30,35,152,59,236,
defects4j,Math,44,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,45,SH SF,28,7222,1,1,35,9,51,121,
defects4j,Math,46,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,47,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,48,SH SF,0,107223,,30,35,6,171,190,
defects4j,Math,49,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,50,SH SF,2,5518,1,1,35,6,12,20,
defects4j,Math,51,SF,0,93119,,30,35,0,28,37,
defects4j,Math,52,SF,0,100211,,30,35,3,30,42,
defects4j,Math,53,SH SF,3,1735,1,1,35,1,18,56,
defects4j,Math,54,SL SH SF,0,94069,,30,35,0,336,596,
defects4j,Math,55,SF,0,85531,,30,35,89,40,136,
defects4j,Math,56,SH SF,1,31657,9,9,35,78,46,143,
defects4j,Math,57,SL SH SF,2,2128,1,1,35,0,1,18,
defects4j,Math,58,SL SH SF,2,10194,2,2,35,38,67,155,
defects4j,Math,59,SL SH SF,7,2674,1,1,35,4,1,107,
defects4j,Math,60,SF,1,7595,2,2,35,15,20,36,
defects4j,Math,61,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,62,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,63,SL SH SF,1,5112,1,1,35,39,4,123,
defects4j,Math,64,SF,0,136771,,30,35,0,41,44,
defects4j,Math,65,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,66,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,67,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,68,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,69,SL SH SF,2,3201,1,1,35,11,0,67,
defects4j,Math,70,SL SH SF,4,6693,1,1,35,5,49,115,
defects4j,Math,71,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,72,SF,1,3244,1,1,35,2,6,9,
defects4j,Math,73,SH SF,16,23575,1,1,35,0,113,131,
defects4j,Math,74,SF,0,184894,,30,35,31,66,101,
defects4j,Math,75,SL SH SF,1,39240,7,7,35,148,115,442,
defects4j,Math,76,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,77,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,78,SF,0,96410,,30,35,7,30,42,
defects4j,Math,79,SF,6,6053,1,1,35,26,22,64,
defects4j,Math,80,SL SH SF,3,3014,1,1,35,7,0,94,
defects4j,Math,81,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,82,SL SH SF,13,3616,1,1,35,9,13,85,
defects4j,Math,83,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,84,SF,0,108905,,30,35,0,143,161,
defects4j,Math,85,SL SH SF,5,2871,1,1,35,11,7,46,
defects4j,Math,86,SF,1,34888,11,11,35,25,9,35,
defects4j,Math,87,SF,3,5083,1,1,35,16,26,52,
defects4j,Math,88,SF,1,3878,1,1,35,5,10,16,
defects4j,Math,89,SF,55,9551,1,1,35,27,47,153,
defects4j,Math,90,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,91,SH SF,8,6533,1,1,35,1,64,208,
defects4j,Math,92,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,93,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,94,SL SH SF,3,3337,1,1,35,0,15,44,
defects4j,Math,95,SF,14,7781,1,1,35,28,38,89,
defects4j,Math,96,SL SH SF,1,2450,1,1,35,19,1,40,
defects4j,Math,97,SF,1,68079,21,21,35,38,64,104,
defects4j,Math,98,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,99,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,100,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,101,SH SF,1,21566,6,6,35,3,133,263,
defects4j,Math,102,SF,0,98514,,30,35,167,40,209,
defects4j,Math,103,SF,1,17323,3,3,35,34,81,118,
defects4j,Math,104,SL SH SF,0,162490,,30,35,0,700,1140,
defects4j,Math,105,SL SH SF,8,4355,1,1,35,17,30,193,
defects4j,Math,106,SF,1,15386,5,5,35,9,6,16,
defects4j,Mockito,1,SH SF,2,10725,1,1,35,28,80,112,
defects4j,Mockito,2,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,3,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,4,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,5,SL SH SF,1,23222,6,6,35,5,166,338,
defects4j,Mockito,6,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,7,SL SH SF,0,117233,,30,35,251,187,486,
defects4j,Mockito,8,SL SH SF,3,8853,1,1,35,42,52,166,
defects4j,Mockito,9,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,10,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,11,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,12,SF,27,5404,1,1,35,1,24,56,
defects4j,Mockito,13,SF,1,2860,1,1,35,1,4,6,
defects4j,Mockito,14,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,15,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,16,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,17,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,18,SH SF,0,137775,,30,35,0,953,1222,
defects4j,Mockito,19,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,20,SF,0,88866,,30,35,51,62,116,
defects4j,Mockito,21,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,22,SH SF,1,23658,3,5,35,20,49,365,
defects4j,Mockito,23,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,24,SL SH SF,16,5441,1,1,35,15,18,132,
defects4j,Mockito,25,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,26,SL SH SF,9,5812,2,2,35,11,1,132,
defects4j,Mockito,27,SH SF,0,124750,,30,35,82,517,886,
