framework,project,bug_id,bug_type,ppc,rc,fppt,uts,mts,errtf,errce,tpc,comment
defects4j,Chart,1,SL SH SF,105,19691,1,6,55,2,21,325,
defects4j,Chart,2,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,3,SH SF,0,213632,,50,55,353,753,1456,
defects4j,Chart,4,SF,3,15405,1,6,55,0,6,9,
defects4j,Chart,5,SF,4,17881,1,6,55,13,18,35,
defects4j,Chart,6,SH SF,40,26472,1,6,55,29,55,228,
defects4j,Chart,7,SF,10,15724,1,6,55,1,2,13,
defects4j,Chart,8,SL SH SF,45,21537,1,6,55,2,60,302,
defects4j,Chart,9,SL SH SF,81,16524,1,6,55,29,16,278,
defects4j,Chart,10,SL SH SF,62,39335,2,10,55,3,100,546,
defects4j,Chart,11,SL SH SF,12,15052,1,6,55,19,20,214,
defects4j,Chart,12,SL SH SF,25,21135,1,6,55,17,67,351,
defects4j,Chart,13,SL SH SF,33,18866,1,6,55,10,34,151,
defects4j,Chart,14,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,15,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,16,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,17,SH SF,17,28825,2,7,55,22,165,381,
defects4j,Chart,18,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,19,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,20,SL SH SF,26,20502,1,6,55,13,24,363,
defects4j,Chart,21,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,22,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,23,SH SF,0,271540,,50,55,0,1471,1853,
defects4j,Chart,24,SL SH SF,40,34980,2,10,55,8,86,321,
defects4j,Chart,25,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,26,SF,2,60776,11,16,55,0,18,20,
defects4j,Closure,1,SH SF,0,233084,,50,55,29,1018,1110,
defects4j,Closure,2,SF,15,18635,1,6,55,2,36,55,
defects4j,Closure,3,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,4,SF,0,161657,,50,55,184,160,353,
defects4j,Closure,5,SH SF,4,70304,12,17,55,19,167,194,
defects4j,Closure,6,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,7,SF,33,21527,1,6,55,29,41,106,
defects4j,Closure,8,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,9,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,10,SL SH SF,59,23544,1,6,55,28,164,441,
defects4j,Closure,11,SH SF,0,232729,,50,55,0,1784,2417,
defects4j,Closure,12,SH SF,31,76277,17,22,55,37,463,556,
defects4j,Closure,13,SF,16,19270,1,6,55,20,29,70,
defects4j,Closure,14,SL SH SF,0,167010,,50,55,231,172,477,
defects4j,Closure,15,SH SF,26,31707,1,6,55,44,196,281,
defects4j,Closure,16,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,17,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,18,SL SH SF,11,14367,1,6,55,8,17,71,
defects4j,Closure,19,SF,24,20450,1,6,55,4,30,58,
defects4j,Closure,20,SH SF,24,42988,3,10,55,31,193,317,
defects4j,Closure,21,SF,0,136008,,50,55,46,81,129,
defects4j,Closure,22,SF,0,130780,,50,55,49,71,120,
