framework,project,bug_id,bug_type,ppc,rc,fppt,uts,mts,errtf,errce,tpc,comment
defects4j,Chart,1,SL SH SF,7,3631,1,1,25,1,10,93,
defects4j,Chart,2,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,3,SH SF,0,84847,,20,25,130,345,605,
defects4j,Chart,4,SF,1,2589,1,1,25,0,2,3,
defects4j,Chart,5,SF,1,3744,1,1,25,6,8,15,
defects4j,Chart,6,SH SF,1,5038,1,1,25,14,17,116,
defects4j,Chart,7,SF,2,2542,1,1,25,0,2,4,
defects4j,Chart,8,SL SH SF,6,2746,1,1,25,1,8,102,
defects4j,Chart,9,SL SH SF,5,2628,1,1,25,13,4,62,
defects4j,Chart,10,SL SH SF,8,17732,2,5,25,0,82,463,
defects4j,Chart,11,SL SH SF,5,3998,1,1,25,1,6,72,
defects4j,Chart,12,SL SH SF,6,4876,1,1,25,13,13,155,
defects4j,Chart,13,SL SH SF,5,1982,1,1,25,6,4,21,
defects4j,Chart,14,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,15,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,16,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,17,SH SF,2,9672,2,2,25,14,87,277,
defects4j,Chart,18,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,19,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,20,SL SH SF,2,3217,1,1,25,0,0,100,
defects4j,Chart,21,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,22,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,23,SH SF,0,104131,,20,25,0,579,755,
defects4j,Chart,24,SL SH SF,4,19046,2,5,25,0,86,275,
defects4j,Chart,25,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Chart,26,SF,1,42367,11,11,25,0,12,13,
defects4j,Closure,1,SH SF,0,93202,,20,25,16,412,456,
defects4j,Closure,2,SF,4,3352,1,1,25,1,11,18,
defects4j,Closure,3,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,4,SF,0,61686,,20,25,78,67,149,
defects4j,Closure,5,SH SF,1,51642,12,12,25,14,137,156,
defects4j,Closure,6,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,7,SF,1,3877,1,1,25,17,24,45,
defects4j,Closure,8,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,9,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,10,SL SH SF,3,4485,1,1,25,11,76,126,
defects4j,Closure,11,SH SF,0,86661,,20,25,0,797,1037,
defects4j,Closure,12,SH SF,1,62784,17,17,25,30,458,502,
defects4j,Closure,13,SF,1,4150,1,1,25,5,17,28,
defects4j,Closure,14,SL SH SF,0,72987,,20,25,91,71,173,
defects4j,Closure,15,SH SF,1,8729,1,1,25,39,102,157,
defects4j,Closure,16,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,17,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,18,SL SH SF,5,3430,1,1,25,1,12,20,
defects4j,Closure,19,SF,2,3718,1,1,25,3,23,28,
defects4j,Closure,20,SH SF,6,27695,3,5,25,29,184,288,
defects4j,Closure,21,SF,0,52786,,20,25,20,31,51,
defects4j,Closure,22,SF,0,51586,,20,25,17,32,49,
defects4j,Closure,23,SF,0,58359,,20,25,57,46,104,
defects4j,Closure,24,SF,0,64160,,20,25,81,49,132,
defects4j,Closure,25,SF,0,59805,,20,25,49,97,146,
defects4j,Closure,26,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,27,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,28,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,29,SF,0,53225,,20,25,16,16,33,
defects4j,Closure,30,OT,,,,,,,,,"Not SL, SH or SF bug. "
