framework,project,bug_id,bug_type,SL_ppc,SL_rc,SL_fppt,SL_fppcl,SL_uts,SL_mts,SL_errtf,SL_errce,SL_tpc,SH_ppc,SH_rc,SH_fppt,SH_fppcl,SH_uts,SH_mts,SH_errtf,SH_errce,SH_tpc,SF_ppc,SF_rc,SF_fppt,SF_fppcl,SF_uts,SF_mts,SF_errtf,SF_errce,SF_tpc,max_conv_length,comment
defects4j,Math,1,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,2,SL SH SF,49,670448,8,2,200,200,5,138,46,687446,6,3,200,200,5,146,34,333072,3,3,100,100,4,61,3,Fixed Patch
defects4j,Math,3,SF,,,,,,,,,,,,,,,,,6,372502,1,1,100,100,18,75,3,
defects4j,Math,4,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,5,SL SH SF,6,88270,1,1,200,200,155,4,9,111177,1,1,200,200,167,9,32,164964,1,1,100,100,55,11,3,Fixed Patch
defects4j,Math,6,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,7,SF,,,,,,,,,,,,,,,,,0,113969,,,100,100,0,100,3,
defects4j,Math,8,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,9,SH SF,,,,,,,,,0,103822,,,200,200,45,155,0,53845,,,100,100,29,71,3,
defects4j,Math,10,SL SH SF,23,749173,4,1,200,200,13,162,6,666889,55,1,200,200,39,155,0,252275,,,100,100,67,33,3,Fixed Patch
defects4j,Math,11,SL SH SF,17,123944,58,1,200,200,60,72,0,124183,,,200,200,0,200,37,115845,4,1,54,100,7,7,3,Fixed Patch
defects4j,Math,12,SF,,,,,,,,,,,,,,,,,0,60625,,,100,100,0,100,3,
defects4j,Math,13,SF,,,,,,,,,,,,,,,,,0,88833,,,100,100,5,95,3,
defects4j,Math,14,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,15,SL SH SF,0,323340,,,200,200,0,200,0,374722,,,200,200,0,200,0,341477,,,100,100,0,100,3,
defects4j,Math,16,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,17,SF,,,,,,,,,,,,,,,,,0,67138,,,100,100,2,98,3,
defects4j,Math,18,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,19,SH SF,,,,,,,,,30,705303,20,2,200,200,2,165,6,379071,10,1,100,100,7,87,3,
defects4j,Math,20,SH SF,,,,,,,,,0,115070,,,200,200,0,200,25,223694,34,1,100,100,12,62,3,Fixed Patch
defects4j,Math,21,SF,,,,,,,,,,,,,,,,,0,256043,,,100,100,64,36,3,
defects4j,Math,22,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,23,SF,,,,,,,,,,,,,,,,,2,406993,1,1,100,100,0,98,3,
defects4j,Math,24,SF,,,,,,,,,,,,,,,,,2,337798,65,2,100,100,22,76,3,
defects4j,Math,25,SF,,,,,,,,,,,,,,,,,4,395244,4,1,100,100,3,93,3,
defects4j,Math,26,SF,,,,,,,,,,,,,,,,,6,256260,68,2,100,100,40,54,3,
defects4j,Math,27,SL SH SF,2,80789,122,2,200,200,8,190,61,221446,44,2,200,200,22,91,0,55492,,,100,100,0,100,3,Fixed Patch
defects4j,Math,28,SF,,,,,,,,,,,,,,,,,6,355743,22,1,100,100,6,88,3,
