framework,project,bug_id,bug_type,SL_ppc,SL_rc,SL_fppt,SL_fppcl,SL_uts,SL_mts,SL_errtf,SL_errce,SH_ppc,SH_rc,SH_fppt,SH_fppcl,SH_uts,SH_mts,SH_errtf,SH_errce,SF_ppc,SF_rc,SF_fppt,SF_fppcl,SF_uts,SF_mts,SF_errtf,SF_errce,max_conv_length,comment
defects4j,Closure,1,SH SF,,,,,,,,,0,259814,,,200,200,0,200,0,132087,,,100,100,18,82,3,
defects4j,Closure,2,SF,,,,,,,,,,,,,,,,,11,370850,1,1,100,100,7,82,3,
defects4j,Closure,3,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,4,SF,,,,,,,,,,,,,,,,,0,116345,,,100,100,44,56,3,
defects4j,Closure,5,SH SF,,,,,,,,,13,135266,23,2,60,200,9,38,0,261762,,,100,100,29,71,3,
defects4j,Closure,6,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,7,SF,,,,,,,,,,,,,,,,,0,78212,,,100,100,44,56,3,
defects4j,Closure,8,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,9,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,10,SL SH SF,34,166051,51,3,200,200,36,88,31,194067,46,1,200,200,7,91,6,72910,94,1,100,100,13,81,3,
defects4j,Closure,11,SH SF,,,,,,,,,0,108670,,,200,200,0,200,0,47494,,,100,100,0,100,3,
defects4j,Closure,12,SH SF,,,,,,,,,0,108629,,,200,200,1,199,39,293820,4,1,100,100,4,56,3,
defects4j,Closure,13,SF,,,,,,,,,,,,,,,,,21,258558,13,1,100,100,23,56,3,
defects4j,Closure,14,SL SH SF,1,269958,173,2,200,200,76,123,0,312670,,,200,200,39,161,0,285194,,,100,100,16,84,3,
defects4j,Closure,15,SH SF,,,,,,,,,0,173275,,,200,200,36,164,0,110429,,,100,100,32,68,3,
defects4j,Closure,16,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,17,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,18,SL SH SF,10,274047,13,1,200,200,114,24,13,712112,37,1,200,200,10,176,0,174601,,,100,100,6,94,3,
defects4j,Closure,19,SF,,,,,,,,,,,,,,,,,20,335978,13,1,100,100,0,80,3,
defects4j,Closure,20,SH SF,,,,,,,,,0,179784,,,200,200,0,200,11,252116,41,2,100,100,19,70,3,
defects4j,Closure,21,SF,,,,,,,,,,,,,,,,,0,228455,,,100,100,44,56,3,
defects4j,Closure,22,SF,,,,,,,,,,,,,,,,,5,337309,17,2,100,100,19,75,3,
defects4j,Closure,23,SF,,,,,,,,,,,,,,,,,0,149127,,,100,100,43,57,3,
defects4j,Closure,24,SF,,,,,,,,,,,,,,,,,0,113713,,,100,100,47,53,3,
defects4j,Closure,25,SF,,,,,,,,,,,,,,,,,0,124987,,,100,100,21,79,3,
defects4j,Closure,26,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,27,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,28,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,29,SF,,,,,,,,,,,,,,,,,0,222046,,,100,100,33,67,3,
defects4j,Closure,30,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,31,SL SH SF,37,401499,22,1,200,200,20,60,42,427584,4,1,200,200,21,83,0,218688,,,100,100,3,97,3,
defects4j,Closure,32,SF,,,,,,,,,,,,,,,,,0,233927,,,100,100,49,51,3,
defects4j,Closure,33,SH SF,,,,,,,,,0,173671,,,200,200,37,163,0,112539,,,100,100,6,94,3,
defects4j,Closure,34,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,35,SH SF,,,,,,,,,0,216577,,,200,200,0,200,0,124743,,,100,100,0,100,3,
defects4j,Closure,36,SH SF,,,,,,,,,11,237808,163,1,200,200,3,185,7,306732,37,1,100,100,6,87,3,
defects4j,Closure,37,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,38,SL SH SF,0,139778,,,200,200,52,148,0,190050,,,200,200,19,181,16,347239,4,1,100,100,12,72,3,
defects4j,Closure,39,SF,,,,,,,,,,,,,,,,,0,127838,,,100,100,38,62,3,
defects4j,Closure,40,SF,,,,,,,,,,,,,,,,,7,160938,81,3,100,100,23,66,3,
defects4j,Closure,41,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,42,SF,,,,,,,,,,,,,,,,,0,202066,,,100,100,1,99,3,
defects4j,Closure,43,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,44,SF,,,,,,,,,,,,,,,,,26,355758,1,1,100,100,3,71,3,
defects4j,Closure,45,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,46,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,47,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,48,SF,,,,,,,,,,,,,,,,,0,345012,,,100,100,10,90,3,
defects4j,Closure,49,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,50,SF,,,,,,,,,,,,,,,,,0,272528,,,100,100,17,83,3,
defects4j,Closure,51,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,52,SL SH SF,55,262303,7,1,200,200,35,10,42,558871,17,2,200,200,32,109,33,263735,7,1,100,100,25,39,3,
defects4j,Closure,53,SF,,,,,,,,,,,,,,,,,0,162070,,,100,100,38,62,3,
defects4j,Closure,54,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,55,SH SF,,,,,,,,,17,119821,31,1,200,200,22,145,0,57528,,,100,100,5,95,3,
defects4j,Closure,56,SF,,,,,,,,,,,,,,,,,26,324789,1,1,100,100,11,62,3,
