framework,project,bug_id,bug_type,SL_ppc,SL_rc,SL_fppt,SL_fppcl,SL_uts,SL_mts,SL_errtf,SL_errce,SL_tpc,SH_ppc,SH_rc,SH_fppt,SH_fppcl,SH_uts,SH_mts,SH_errtf,SH_errce,SH_tpc,SF_ppc,SF_rc,SF_fppt,SF_fppcl,SF_uts,SF_mts,SF_errtf,SF_errce,SF_tpc,max_conv_length,comment
defects4j,Time,1,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Time,2,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Time,3,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Time,4,SL SH SF,10,167542,12,3,200,200,62,103,0,222855,,,200,200,6,194,0,174440,,,100,100,44,56,3,Fixed Patch
defects4j,Time,5,SF,,,,,,,,,,,,,,,,,0,140281,,,100,100,47,53,3,
defects4j,Time,6,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Time,7,SF,,,,,,,,,,,,,,,,,0,150085,,,100,100,11,89,3,
defects4j,Time,8,SF,,,,,,,,,,,,,,,,,0,106865,,,100,100,93,7,3,
defects4j,Time,9,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Time,10,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Time,11,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Time,12,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Time,13,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Time,14,SF,,,,,,,,,,,,,,,,,0,144543,,,100,100,0,100,3,
defects4j,Time,15,SH SF,,,,,,,,,9,217767,1,1,200,200,1,190,21,302166,7,1,100,100,34,45,3,Fixed Patch
defects4j,Time,16,SL SH SF,0,223549,,,200,200,43,157,0,186474,,,200,200,5,195,0,137999,,,100,100,35,65,3,
defects4j,Time,17,SF,,,,,,,,,,,,,,,,,14,331989,13,1,100,100,17,69,3,
defects4j,Time,18,SF,,,,,,,,,,,,,,,,,11,154632,8,2,49,100,11,27,3,Fixed Patch
defects4j,Time,19,SL SH SF,27,202509,1,1,200,200,6,11,46,341179,4,1,200,200,24,117,0,138205,,,100,100,58,42,3,Fixed Patch
defects4j,Time,20,SF,,,,,,,,,,,,,,,,,22,359534,1,1,100,100,1,77,3,Fixed Patch
defects4j,Time,22,SF,,,,,,,,,,,,,,,,,0,81611,,,100,100,5,95,3,
defects4j,Time,23,SF,,,,,,,,,,,,,,,,,0,197000,,,100,100,81,19,3,
defects4j,Time,24,SH SF,,,,,,,,,0,269301,,,200,200,32,168,0,186489,,,100,100,12,88,3,
defects4j,Time,25,SH SF,,,,,,,,,0,215358,,,200,200,145,55,0,131054,,,100,100,72,28,3,
defects4j,Time,26,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Time,27,SF,,,,,,,,,,,,,,,,,0,128053,,,100,100,31,69,3,
